image_name,part_0_x,part_0_y,part_1_x,part_1_y,part_2_x,part_2_y,part_3_x,part_3_y,part_4_x,part_4_y,part_5_x,part_5_y,part_6_x,part_6_y,part_7_x,part_7_y,part_8_x,part_8_y,part_9_x,part_9_y,part_10_x,part_10_y,part_11_x,part_11_y,part_12_x,part_12_y,part_13_x,part_13_y,part_14_x,part_14_y,part_15_x,part_15_y,part_16_x,part_16_y,part_17_x,part_17_y,part_18_x,part_18_y,part_19_x,part_19_y,part_20_x,part_20_y,part_21_x,part_21_y,part_22_x,part_22_y,part_23_x,part_23_y,part_24_x,part_24_y,part_25_x,part_25_y,part_26_x,part_26_y,part_27_x,part_27_y,part_28_x,part_28_y,part_29_x,part_29_y,part_30_x,part_30_y,part_31_x,part_31_y,part_32_x,part_32_y,part_33_x,part_33_y,part_34_x,part_34_y,part_35_x,part_35_y,part_36_x,part_36_y,part_37_x,part_37_y,part_38_x,part_38_y,part_39_x,part_39_y,part_40_x,part_40_y,part_41_x,part_41_y,part_42_x,part_42_y,part_43_x,part_43_y,part_44_x,part_44_y,part_45_x,part_45_y,part_46_x,part_46_y,part_47_x,part_47_y,part_48_x,part_48_y,part_49_x,part_49_y,part_50_x,part_50_y,part_51_x,part_51_y,part_52_x,part_52_y,part_53_x,part_53_y,part_54_x,part_54_y,part_55_x,part_55_y,part_56_x,part_56_y,part_57_x,part_57_y,part_58_x,part_58_y,part_59_x,part_59_y,part_60_x,part_60_y,part_61_x,part_61_y,part_62_x,part_62_y,part_63_x,part_63_y,part_64_x,part_64_y,part_65_x,part_65_y,part_66_x,part_66_y,part_67_x,part_67_y
2105.jpeg,0,27,2,41,5,52,7,64,11,74,17,83,24,92,34,97,45,97,57,97,66,93,74,87,80,78,86,67,90,55,93,42,95,29,8,29,14,25,22,23,31,24,40,27,58,26,67,23,75,22,83,22,89,26,49,36,49,47,49,58,49,68,38,67,43,70,49,73,54,70,59,67,18,35,23,32,30,32,34,37,29,38,22,38,62,37,67,31,74,30,79,33,75,37,68,38,31,80,37,79,43,79,47,81,52,79,58,80,64,80,58,86,52,88,47,89,42,88,36,86,34,81,43,82,47,82,52,82,62,81,52,83,47,84,42,83
2106.jpeg,11,43,10,52,10,62,11,72,12,82,16,89,23,94,33,96,45,97,57,97,71,96,84,94,93,88,96,78,96,67,97,56,97,45,14,31,19,26,26,25,34,26,41,30,53,29,62,27,70,25,79,27,87,31,46,36,45,43,43,50,41,57,36,65,39,66,43,67,48,66,53,66,21,38,26,35,32,35,38,40,32,40,26,40,61,40,66,36,73,36,78,39,73,41,67,41,28,83,34,80,39,78,44,79,49,78,57,81,66,84,57,83,49,82,44,82,39,82,34,83,31,83,39,83,44,84,50,83,63,84,49,76,44,76,39,76
2107.jpeg,8,44,9,55,11,65,13,76,17,86,23,94,32,98,44,100,57,99,69,98,80,94,88,89,94,80,96,69,96,57,96,45,95,33,12,32,16,26,23,23,30,24,37,27,52,25,58,19,66,16,75,18,82,23,46,34,46,43,47,51,48,59,40,67,45,68,50,69,54,66,59,64,21,40,25,36,30,35,36,39,31,40,25,41,59,37,64,33,70,33,75,36,70,37,65,37,34,82,41,79,46,77,51,78,57,76,64,76,72,77,65,81,59,83,53,84,48,85,42,84,36,82,47,80,52,80,57,79,70,77,58,79,52,80,47,80
2109.jpeg,1,26,0,37,-1,49,-1,60,0,72,5,82,12,91,22,97,33,100,45,100,55,96,65,91,72,84,76,74,79,64,83,54,85,43,12,26,19,22,28,23,35,26,42,31,58,34,65,32,73,32,79,35,82,41,49,40,48,47,47,55,46,63,36,63,40,66,44,69,48,68,52,67,21,33,26,32,31,33,35,38,30,37,25,36,58,42,63,39,68,40,72,43,67,44,62,43,22,71,30,72,37,74,41,76,46,76,51,77,57,77,50,84,43,86,38,86,33,84,27,80,24,72,36,76,41,78,45,78,54,78,44,81,40,81,35,80
211.jpeg,7,36,8,45,10,55,12,64,17,73,23,80,31,86,39,91,48,92,57,91,64,85,71,79,75,70,78,62,79,52,79,43,80,34,16,27,21,24,28,23,35,23,41,26,53,27,59,24,65,23,71,23,75,27,47,35,48,41,48,47,48,53,40,57,44,59,48,60,52,59,55,58,24,37,28,37,32,37,37,37,32,38,28,38,56,38,60,37,65,37,68,38,64,39,60,39,34,69,39,67,44,65,47,66,50,66,55,68,59,70,55,76,50,78,47,78,43,77,39,75,36,69,44,69,47,69,50,69,57,70,50,73,47,73,44,72
2110.jpeg,8,33,8,44,9,54,10,65,13,75,19,84,26,92,34,98,44,99,55,99,64,94,72,87,79,78,83,68,85,57,87,46,88,34,13,29,19,26,25,27,32,29,38,32,53,32,60,29,67,27,74,27,80,30,45,39,45,45,45,52,45,58,36,61,40,62,45,64,49,63,54,62,21,35,26,34,31,34,35,38,30,38,25,37,57,39,61,35,67,35,71,37,67,38,62,39,25,68,31,67,39,67,44,68,50,68,59,68,66,70,59,82,51,87,44,87,38,86,31,80,27,69,39,71,45,71,50,71,64,71,50,81,44,81,39,80
2111.jpeg,2,49,5,60,8,70,11,79,18,87,27,93,38,96,49,97,61,96,71,94,78,88,84,82,87,73,89,64,88,54,86,44,84,35,11,39,14,34,21,29,29,27,36,27,51,26,57,21,64,20,70,20,75,24,46,33,48,40,49,48,51,55,44,62,48,62,52,63,55,61,59,59,20,42,24,39,29,37,34,39,30,41,25,42,56,35,60,32,65,30,70,32,66,34,61,35,38,77,43,74,49,72,54,72,58,70,64,70,71,71,65,75,61,77,57,78,51,79,45,79,40,77,49,75,54,74,59,73,68,71,59,73,55,75,50,75
2112.jpeg,-4,37,-3,50,-2,62,0,74,7,83,17,90,27,94,38,96,48,95,54,91,55,83,57,76,61,68,64,61,66,54,67,46,66,39,22,37,28,33,37,31,45,31,52,34,61,32,64,29,67,25,71,23,73,26,57,40,59,47,61,54,63,61,49,64,54,65,59,66,62,64,64,62,30,43,35,41,40,40,43,42,40,44,35,44,60,38,63,34,67,33,69,35,67,37,64,38,31,72,41,71,50,70,55,70,57,70,60,70,60,70,58,77,56,81,53,83,48,83,40,81,33,72,50,72,54,72,57,72,59,71,56,76,53,78,49,79
2113.jpeg,-4,40,-3,52,-2,63,1,74,7,84,16,91,28,95,40,97,51,98,61,96,69,91,75,84,79,74,81,64,82,54,82,44,80,34,11,33,17,28,25,26,34,26,41,29,57,28,62,24,68,22,75,22,79,26,50,35,52,42,53,50,55,57,44,61,49,62,54,63,58,62,61,59,21,39,25,36,31,35,36,38,31,39,26,40,59,36,63,32,68,31,72,33,69,36,64,36,31,74,39,70,46,69,52,70,57,68,62,68,65,70,62,78,58,82,52,83,47,83,38,81,33,73,47,72,52,72,57,71,63,71,57,77,52,78,46,78
2114.jpeg,-4,34,-3,46,-2,58,-1,70,3,81,11,90,22,95,35,97,49,97,61,95,69,90,76,83,79,75,81,66,83,56,85,46,85,36,7,25,15,22,24,23,33,26,41,29,57,29,64,26,71,24,78,22,83,26,49,36,50,45,52,53,53,62,40,65,46,67,51,68,55,67,58,65,16,35,22,32,29,33,33,37,28,38,21,38,59,37,65,33,71,32,75,35,72,37,66,38,27,78,36,77,44,77,48,78,53,77,58,77,63,77,58,83,53,86,48,87,43,87,35,85,30,79,44,81,48,81,53,81,61,78,53,81,48,81,43,81
2115.jpeg,14,35,12,44,11,55,12,65,14,75,18,84,24,91,31,95,41,96,53,97,66,97,78,95,89,89,95,81,96,69,97,58,98,46,16,25,22,23,29,25,36,28,42,31,54,32,62,29,70,28,79,29,87,32,47,38,46,46,45,53,43,61,37,64,40,66,44,68,49,67,54,66,23,36,27,34,33,34,37,39,32,39,26,38,62,41,66,37,72,38,78,40,73,42,67,42,27,74,34,76,40,76,44,77,49,77,58,79,67,79,58,85,49,87,43,87,39,85,33,81,30,76,40,80,44,81,49,81,65,80,49,81,44,81,40,80
2117.jpeg,27,47,26,55,25,63,26,71,26,80,28,88,31,94,36,98,45,100,57,100,70,99,82,97,93,92,98,83,101,73,103,61,104,50,27,32,29,29,33,27,38,27,42,29,54,29,62,26,71,24,81,25,88,30,47,38,45,44,43,51,41,57,38,65,41,66,44,66,48,66,53,65,31,43,33,39,38,38,42,42,38,43,34,44,63,41,67,37,73,37,78,41,73,42,67,42,35,82,37,77,40,75,44,76,48,75,54,78,62,83,54,83,48,82,44,82,40,82,37,83,36,81,40,78,44,79,48,79,60,82,48,78,44,78,40,78
2118.jpeg,29,45,29,53,29,61,31,70,33,77,35,86,37,93,41,100,48,102,58,102,71,100,83,95,94,89,100,79,102,67,103,54,104,42,25,33,27,30,31,29,35,30,39,32,46,30,54,27,64,27,73,29,81,34,42,38,39,46,36,53,34,61,34,65,36,67,39,69,44,68,49,66,30,40,32,36,36,36,40,40,36,41,32,41,57,39,61,35,66,35,72,38,67,40,61,40,36,82,36,79,38,76,41,78,45,76,52,79,60,82,53,87,46,89,42,89,39,89,37,87,38,82,39,80,42,80,45,80,58,82,45,84,42,84,38,84
212.jpeg,7,30,7,40,9,50,11,60,14,70,20,78,28,86,35,92,44,94,52,93,59,89,66,83,71,75,74,66,77,56,79,46,80,36,16,24,22,20,29,19,36,20,42,23,55,24,61,22,68,21,74,22,78,27,48,34,49,42,49,50,50,59,42,62,45,63,49,65,52,64,55,62,23,33,27,31,33,31,37,35,32,37,27,36,57,36,61,32,67,32,71,35,68,38,62,38,35,74,40,72,44,71,47,73,50,72,54,74,57,77,54,80,50,81,47,80,43,79,39,76,38,74,44,75,47,76,50,76,56,77,50,75,47,74,43,73
2121.jpeg,8,34,8,44,9,54,11,64,15,74,20,83,27,91,36,96,47,97,59,96,68,90,76,83,82,74,86,64,87,54,88,44,89,33,13,28,19,25,26,25,32,26,39,29,56,27,63,24,69,23,76,25,81,28,47,35,47,43,47,51,47,59,40,62,43,63,47,65,51,63,54,62,22,34,26,31,32,31,37,35,32,36,26,36,58,35,63,31,69,30,73,34,69,36,63,36,30,72,36,71,42,71,47,72,52,71,58,71,65,71,58,78,52,81,47,82,41,82,35,78,32,72,42,74,47,75,52,74,62,72,52,77,47,77,42,77
2122.jpeg,8,45,9,54,10,63,12,72,16,81,21,89,29,94,38,97,50,96,61,96,71,94,78,89,84,81,87,72,89,62,89,52,90,42,15,29,19,24,25,21,32,21,39,23,55,22,62,19,69,18,75,21,79,26,47,34,47,40,48,45,48,51,40,59,44,60,48,61,52,60,56,59,24,40,27,38,32,38,36,39,32,41,28,41,59,38,63,36,67,36,72,37,68,39,63,39,35,77,39,72,44,70,48,71,52,70,58,71,63,76,58,79,53,80,49,81,44,81,39,80,38,76,44,72,48,73,53,72,61,76,53,77,48,78,44,77
2123.jpeg,5,49,6,58,7,67,10,76,13,85,19,91,28,96,38,98,50,98,61,97,71,94,79,87,84,79,86,68,87,58,88,47,87,36,10,33,15,28,21,27,27,27,32,29,48,26,55,23,63,22,70,23,76,26,42,37,43,44,44,51,44,57,38,63,42,64,45,64,49,63,52,61,18,41,22,38,27,38,32,41,27,42,22,43,54,38,58,34,63,33,68,36,64,37,59,38,28,77,33,73,40,71,45,71,50,70,58,70,65,73,60,81,53,85,47,87,41,87,34,83,30,77,40,74,45,74,51,73,63,73,52,80,46,81,41,81
2124.jpeg,24,47,25,56,27,64,32,72,36,80,40,87,44,94,50,97,58,98,68,97,80,94,89,88,96,80,100,69,100,56,99,44,97,33,18,31,20,27,24,27,29,28,33,31,43,29,51,23,61,20,71,21,80,25,41,40,40,48,40,55,39,63,38,67,40,69,44,69,47,68,50,67,25,41,27,37,33,36,38,41,33,43,28,43,55,39,59,33,65,32,71,35,67,39,60,39,40,83,38,80,41,77,44,78,47,77,56,79,64,81,58,86,52,89,48,89,45,89,42,87,41,83,43,82,45,82,48,82,62,81,49,83,46,83,43,83
2125.jpeg,27,46,28,53,31,59,35,65,40,71,44,77,50,82,55,87,61,88,69,86,77,80,85,73,92,64,95,54,95,44,94,33,92,22,23,36,25,32,29,31,34,31,39,33,47,30,53,26,60,23,67,23,75,24,45,39,46,45,47,50,47,56,46,61,48,62,51,62,53,61,56,59,30,42,32,38,37,38,42,41,37,43,33,44,57,37,59,32,64,30,69,32,66,36,61,37,46,72,47,69,50,67,52,67,55,66,61,67,68,68,64,74,59,77,55,78,53,78,49,76,49,72,51,70,53,70,56,69,65,69,57,72,54,73,52,73
2126.jpeg,7,37,7,48,9,59,12,70,15,80,21,88,29,95,38,99,47,99,56,98,65,94,73,88,79,79,83,70,86,59,87,48,88,37,11,28,17,24,26,22,34,24,41,28,56,27,62,24,69,22,77,22,83,25,48,36,48,44,48,53,49,61,41,66,45,67,48,69,52,67,55,66,20,36,25,33,31,33,37,38,31,39,24,39,60,37,65,32,71,32,76,35,72,38,66,39,33,81,39,78,45,76,48,77,52,76,58,78,64,81,58,86,52,88,48,88,44,88,38,86,35,81,44,81,48,81,52,81,61,81,52,81,48,81,44,81
2127.jpeg,14,36,13,46,13,55,14,65,16,74,19,83,24,90,31,96,41,96,51,97,61,94,71,90,79,83,84,74,87,64,89,54,90,44,17,25,23,21,30,20,37,23,42,27,55,27,63,25,70,24,77,26,82,29,48,37,47,44,45,51,44,58,38,62,41,64,43,65,47,64,50,64,24,35,28,32,34,33,38,38,33,39,27,38,59,40,64,35,70,35,74,39,70,42,64,42,29,75,34,74,40,72,42,74,46,73,52,76,58,78,51,83,45,84,41,84,38,83,33,80,31,76,39,77,42,78,46,78,56,79,45,78,41,78,39,77
2128.jpeg,7,38,8,49,10,59,13,69,18,78,24,87,31,94,40,97,51,98,62,96,70,91,77,83,83,74,87,64,90,53,92,43,92,31,9,26,15,24,22,25,29,26,37,28,53,27,61,24,70,21,79,20,87,23,45,36,45,45,45,55,45,64,38,67,41,68,46,70,51,68,55,66,17,35,22,33,28,33,33,37,27,38,21,38,59,36,65,31,71,31,77,33,72,36,65,36,32,79,37,78,43,76,48,77,52,75,59,76,65,75,60,82,54,86,49,87,44,87,38,85,34,80,43,80,48,80,53,79,62,77,53,79,48,80,43,80
2129.jpeg,20,50,20,58,20,66,22,74,24,81,26,89,31,94,38,97,47,97,57,97,69,96,80,93,89,87,94,79,96,68,97,58,97,47,20,33,23,29,28,28,34,28,39,31,51,29,58,25,66,23,74,25,81,29,44,40,43,45,42,50,41,56,39,65,41,65,43,65,46,65,49,64,25,44,28,40,33,39,38,43,33,44,28,45,58,41,63,36,69,36,74,40,69,41,64,42,33,82,35,76,40,73,43,73,46,72,53,75,60,80,53,83,47,85,43,85,40,85,36,85,35,81,40,79,43,78,47,78,57,80,46,79,43,79,40,80
213.jpeg,7,32,8,43,10,53,12,62,16,71,22,79,30,85,38,90,47,92,56,90,65,85,73,79,79,71,83,62,85,52,87,43,89,32,14,28,20,24,27,22,35,23,42,26,53,26,60,24,68,23,76,25,81,29,47,35,47,42,47,50,47,57,39,59,43,61,47,62,51,61,55,59,23,36,28,35,32,35,37,36,32,37,27,37,59,37,63,36,68,36,73,37,68,38,63,38,35,70,40,68,44,67,47,67,51,67,55,68,61,71,56,76,51,78,47,78,44,77,39,75,38,70,44,69,47,70,51,69,58,71,51,72,47,72,44,72
2130.jpeg,24,47,22,56,23,64,25,73,28,81,31,89,35,95,41,99,50,99,61,99,73,98,84,94,93,88,97,78,100,67,102,56,102,44,21,31,24,27,29,25,35,26,40,28,53,27,61,22,70,21,79,23,88,28,46,39,45,45,44,52,42,58,41,67,43,68,45,68,49,67,52,67,27,43,30,38,36,38,41,43,36,45,30,45,61,41,66,35,72,35,78,39,73,42,67,42,36,85,38,79,42,76,45,77,48,76,56,79,64,83,57,88,50,89,46,90,43,89,39,88,39,84,42,82,45,82,49,82,61,83,49,83,46,83,42,83
2131.jpeg,11,47,13,57,16,66,18,74,21,82,25,89,32,95,41,97,51,97,61,96,71,93,78,87,84,79,86,70,87,60,88,51,89,41,14,37,18,30,24,27,32,27,39,30,49,29,57,24,65,22,74,25,80,31,45,38,45,44,44,50,44,56,41,63,43,63,46,64,49,63,52,62,23,43,27,39,32,38,37,42,32,44,27,44,56,40,61,35,66,34,71,38,67,40,62,41,34,78,38,73,43,71,46,71,50,70,56,72,62,75,57,79,52,82,47,82,44,83,39,82,36,78,43,76,47,76,51,75,60,75,51,76,47,76,44,77
2132.jpeg,29,49,29,56,31,62,34,70,37,77,41,84,45,91,51,96,58,96,67,93,76,88,86,82,93,75,96,66,97,55,96,45,96,35,29,39,30,36,33,33,37,33,40,34,47,29,52,24,59,22,67,23,74,26,44,41,43,46,42,52,41,58,42,64,44,64,46,64,48,63,51,62,34,46,35,43,39,42,42,44,39,46,36,47,56,39,58,35,63,33,67,35,64,38,60,39,44,78,43,74,44,71,47,71,49,70,55,70,62,72,57,76,53,79,50,80,48,80,45,80,45,77,46,76,48,75,50,74,60,72,51,74,49,75,47,76
2133.jpeg,7,39,7,50,8,60,9,70,11,80,16,88,23,94,33,97,44,98,55,98,67,95,76,90,82,81,85,71,87,61,89,50,91,39,13,30,19,26,26,25,34,25,41,28,56,29,64,26,72,25,80,27,86,32,48,38,47,46,47,54,46,62,40,66,43,67,46,68,50,67,53,66,21,38,27,35,33,35,38,41,32,42,26,41,59,41,64,36,71,35,76,39,72,42,65,42,28,79,35,78,42,77,46,78,50,77,57,79,64,80,57,86,50,88,45,88,41,88,34,85,31,80,41,81,46,82,50,82,61,81,50,82,46,82,41,81
2134.jpeg,7,39,7,50,7,60,9,70,11,80,16,88,23,94,32,97,43,97,53,98,65,96,75,91,81,83,84,73,86,63,89,52,91,41,14,27,20,23,28,21,35,22,42,25,55,26,63,23,72,23,80,26,85,33,48,37,47,45,46,53,46,61,39,66,42,67,46,68,49,67,53,67,21,38,26,34,33,34,38,41,32,42,25,41,58,41,64,35,71,35,75,40,72,42,65,43,29,80,35,77,42,76,45,77,49,76,56,78,62,81,56,86,49,87,45,88,41,87,35,85,32,80,41,81,45,81,49,81,60,81,49,81,45,81,41,81
2135.jpeg,8,29,9,40,10,51,12,62,16,72,22,82,28,91,36,97,46,98,55,97,63,90,68,81,73,71,77,61,80,50,83,39,84,29,15,27,22,24,29,26,36,29,44,32,54,31,61,29,68,26,75,24,81,28,49,37,48,46,48,55,48,64,38,64,43,66,48,68,53,66,57,64,23,35,28,34,32,34,37,36,32,37,27,37,59,36,63,34,68,33,72,34,69,37,64,37,33,76,38,74,43,74,47,76,51,74,55,75,59,76,55,81,51,84,47,84,43,84,38,81,36,76,43,77,47,78,51,77,57,76,51,78,47,79,43,78
2136.jpeg,14,36,13,46,13,56,14,66,16,75,19,84,25,91,31,96,41,97,52,97,62,95,72,90,79,83,85,74,88,64,90,54,91,43,16,25,22,21,30,20,37,23,43,27,56,28,63,25,70,24,77,26,83,30,48,37,47,44,45,51,44,59,38,63,41,64,44,66,47,65,51,64,24,35,28,32,34,33,39,38,33,39,27,38,59,40,64,35,70,36,75,39,71,42,65,42,30,76,35,74,40,73,42,74,46,74,52,77,59,79,52,84,45,85,41,85,38,84,34,82,32,77,39,78,42,78,46,79,56,80,46,79,42,79,39,78
2138.jpeg,2,43,3,54,5,64,7,75,11,84,19,91,28,95,39,98,50,99,60,98,68,93,75,87,79,79,81,70,82,61,83,52,83,42,16,34,22,29,29,27,37,28,44,31,55,30,62,27,69,27,75,29,78,35,50,37,51,43,51,49,52,55,43,60,47,61,51,62,54,61,57,60,24,39,29,36,34,36,38,39,34,40,29,40,59,39,63,37,68,37,72,40,68,41,63,41,35,76,40,71,46,68,50,69,54,69,59,71,62,75,59,82,54,84,50,84,46,84,40,81,37,76,46,71,50,71,54,71,60,75,54,80,50,80,46,80
2139.jpeg,13,39,15,48,18,57,22,65,26,74,31,82,37,90,43,96,52,97,61,97,71,92,78,85,85,76,90,66,94,55,96,43,97,31,14,28,19,25,24,25,30,27,36,29,50,29,57,25,65,22,74,23,82,25,44,37,44,45,44,53,43,61,39,64,42,66,45,67,49,65,53,64,22,37,25,36,30,36,35,38,30,40,25,40,58,38,62,35,67,35,73,36,68,39,62,39,37,77,40,75,43,73,46,74,50,73,56,74,62,77,57,82,51,84,48,84,44,84,40,81,39,77,43,77,47,78,50,77,60,77,50,78,47,78,44,78
214.jpeg,8,48,9,57,10,66,12,76,16,84,20,91,28,95,37,98,48,98,59,98,70,96,79,92,85,84,89,75,91,65,92,55,92,45,15,32,19,26,26,24,32,25,39,28,53,28,61,26,69,25,76,26,82,31,46,37,46,42,46,46,45,50,39,61,42,61,46,61,50,60,55,60,23,42,26,38,31,38,37,41,31,42,26,43,59,40,63,37,69,37,74,40,69,42,63,42,34,81,38,74,44,70,47,71,50,70,56,74,62,80,57,85,51,87,47,87,44,87,38,85,36,80,44,75,47,75,50,75,59,79,50,80,47,80,44,80
2141.jpeg,20,30,16,38,14,46,12,55,12,63,14,71,18,79,22,85,28,89,37,92,48,92,58,90,67,86,74,79,79,71,84,63,88,55,24,20,29,18,35,20,40,22,44,27,57,32,65,31,71,33,77,36,81,41,47,37,45,42,42,48,39,53,35,56,36,58,38,60,41,61,44,61,27,30,31,28,36,30,39,36,34,35,29,33,57,42,63,39,68,41,71,46,67,46,62,44,23,67,28,65,33,65,36,67,39,67,44,71,49,76,42,77,36,77,32,76,29,74,26,71,26,68,32,69,35,70,38,71,46,75,37,71,34,70,31,69
2142.jpeg,4,37,5,47,6,57,8,68,13,77,20,84,28,91,36,95,46,97,56,96,65,93,72,88,79,81,84,73,87,63,89,52,90,42,15,29,21,25,29,24,37,26,45,29,56,29,64,27,71,25,79,26,84,32,49,37,50,43,50,49,50,55,40,61,44,62,49,63,53,62,58,62,22,38,27,35,33,36,37,40,32,40,26,39,61,41,66,36,72,37,77,39,72,41,66,41,29,71,36,68,43,67,48,68,53,67,60,69,66,73,60,81,53,85,48,85,42,84,35,80,31,72,43,73,48,74,53,74,64,74,53,76,48,76,43,75
2143.jpeg,8,36,8,46,10,56,13,66,16,76,22,86,30,93,38,97,48,97,58,97,68,93,77,87,84,78,88,69,90,58,91,47,92,36,12,28,19,24,27,23,34,25,41,28,56,27,62,24,69,22,77,23,84,25,49,36,49,44,49,52,48,60,42,65,45,66,48,67,52,66,55,65,22,37,27,33,33,33,38,38,32,40,26,40,60,38,65,33,71,32,76,35,72,38,66,39,33,79,39,76,44,74,48,76,51,74,58,77,64,80,58,84,52,86,48,86,44,85,38,84,36,79,44,79,48,79,52,79,62,80,51,79,48,80,44,79
2144.jpeg,12,39,12,49,14,58,16,67,19,76,23,85,30,92,38,96,48,97,58,96,68,93,76,86,83,78,87,68,89,57,90,46,90,36,15,27,21,24,28,23,34,24,40,27,55,27,62,23,69,21,77,22,83,25,48,36,47,44,47,53,46,61,41,65,44,66,47,67,51,66,54,65,22,37,27,33,33,33,38,38,32,40,26,40,59,37,65,31,71,31,76,35,72,38,66,38,33,79,38,77,44,75,47,76,50,75,57,77,63,79,57,85,51,87,47,87,43,87,38,84,36,80,44,80,47,80,51,80,60,80,50,80,47,81,43,80
2146.jpeg,2,22,0,32,-1,44,0,55,4,67,11,78,20,86,29,93,39,93,47,92,53,86,59,78,65,70,70,62,74,54,77,46,78,38,17,25,25,25,32,25,39,28,45,32,57,32,63,30,69,28,75,29,79,31,50,40,49,47,49,54,48,62,40,64,43,65,46,67,49,66,52,65,22,35,27,33,34,34,38,38,33,40,26,39,57,40,61,36,68,36,71,39,68,42,62,42,29,74,36,74,43,73,45,74,48,73,52,75,55,75,51,79,48,81,44,82,41,81,35,79,31,75,42,77,45,77,48,77,53,76,48,76,44,77,42,76
2147.jpeg,15,40,16,48,17,56,20,64,23,71,28,77,35,81,43,83,51,84,60,84,69,82,78,78,85,72,89,65,91,56,93,46,94,36,14,29,19,25,26,25,33,27,39,30,54,29,61,25,69,22,78,22,86,25,47,38,46,45,46,51,45,58,42,61,44,62,47,63,50,62,54,61,22,38,27,35,33,35,39,40,33,42,26,42,61,39,66,34,72,33,78,37,73,40,67,40,38,69,42,68,45,67,48,68,51,67,56,68,63,70,57,72,52,73,49,73,46,73,42,72,41,70,45,70,48,70,51,70,61,70,51,69,48,70,45,70
2148.jpeg,13,37,12,47,13,57,14,67,15,76,19,85,24,92,31,96,41,97,52,98,63,96,73,92,81,85,87,77,90,66,93,56,94,45,16,24,23,21,30,20,37,22,44,26,57,27,64,25,72,24,79,26,85,30,49,37,48,44,46,52,45,59,39,64,42,65,44,66,48,66,52,65,24,35,29,32,35,32,39,38,34,39,28,38,60,40,65,35,72,35,76,40,72,42,66,42,29,77,34,75,40,74,43,75,46,75,53,77,59,80,52,85,46,86,42,86,38,85,34,83,32,78,40,79,43,80,46,80,57,81,46,80,43,80,40,79
2149.jpeg,5,36,6,48,8,58,11,69,15,79,22,87,31,94,40,97,51,98,60,96,68,92,74,84,79,75,82,66,84,56,86,46,86,35,11,28,17,25,24,25,31,26,38,29,55,29,62,26,69,24,76,24,81,26,48,38,48,46,49,54,50,62,41,66,45,68,49,68,53,67,56,65,19,37,24,34,30,34,35,39,29,40,23,40,58,38,63,33,69,33,74,36,70,39,64,39,36,81,41,79,46,77,49,78,53,76,58,77,63,79,59,84,54,86,50,87,47,87,41,86,39,81,46,80,49,80,53,80,60,79,53,80,50,81,46,81
215.jpeg,12,35,12,45,13,54,15,64,19,73,24,81,31,89,40,93,49,94,59,92,67,87,74,80,79,72,81,63,82,54,83,44,84,34,17,27,22,24,28,24,34,26,40,28,53,27,59,25,66,23,73,24,78,28,46,35,46,42,46,49,45,56,39,60,43,61,47,62,50,61,54,59,24,36,28,34,33,34,38,37,33,39,28,39,56,37,60,34,66,34,70,36,66,38,61,38,33,71,38,70,43,68,47,69,51,68,57,69,63,69,58,74,52,77,48,77,44,77,39,75,35,71,44,72,47,72,51,72,60,70,52,72,48,72,44,72
2150.jpeg,-2,44,0,55,3,66,6,76,12,85,21,92,32,95,44,97,54,97,62,96,68,91,72,84,75,76,78,67,79,58,79,50,77,41,12,32,18,26,27,23,36,23,45,26,58,26,63,22,68,21,74,23,77,27,53,36,54,41,56,47,58,53,48,61,52,61,56,61,58,61,61,60,22,39,28,35,34,35,39,39,34,40,28,40,59,39,63,35,68,35,71,38,69,40,63,40,39,78,45,72,53,68,57,69,61,68,65,72,67,77,64,81,61,83,56,83,52,83,45,82,43,77,52,74,56,74,60,74,64,77,60,76,56,76,52,76
2151.jpeg,25,32,23,37,22,43,21,48,20,54,20,60,22,66,25,71,29,73,36,74,44,74,53,73,59,71,64,66,68,61,71,55,74,49,27,25,30,22,34,22,37,23,40,26,48,28,53,28,59,29,63,33,66,37,42,33,40,37,37,40,35,43,33,47,34,48,35,49,37,49,39,49,29,32,32,30,35,31,37,35,34,34,31,34,49,38,52,36,56,37,58,40,55,40,52,39,26,56,28,54,31,53,33,54,35,54,38,57,42,61,37,62,33,61,31,61,29,60,27,59,27,57,31,56,32,57,34,57,40,61,34,57,32,57,31,57
2152.jpeg,21,49,20,57,21,65,23,73,25,81,27,89,32,95,39,97,49,97,60,97,71,96,83,93,91,87,95,78,97,67,98,56,98,46,20,31,23,26,29,25,34,26,40,28,53,26,60,22,68,21,77,23,84,27,45,38,44,43,43,49,42,55,39,64,42,65,44,65,48,65,51,64,25,42,29,37,34,37,39,42,34,43,29,43,60,40,65,34,71,33,77,38,72,40,66,40,34,83,36,77,41,73,44,74,48,73,55,75,62,81,56,84,49,86,45,86,42,86,37,86,36,82,41,79,45,79,48,79,59,81,48,80,45,80,41,80
2153.jpeg,1,36,2,47,3,57,7,67,13,76,22,83,32,87,44,90,54,89,62,87,68,81,73,74,75,66,76,58,77,50,77,43,76,35,16,31,22,28,30,25,38,25,46,27,56,27,61,24,67,22,73,23,77,26,51,34,53,41,54,48,55,55,45,58,49,59,54,60,58,59,61,57,24,38,29,37,34,36,38,37,34,39,29,39,60,35,64,34,69,34,72,35,69,37,64,37,37,70,44,68,49,67,53,68,56,67,60,67,63,68,60,71,57,73,54,73,50,73,44,72,39,70,49,70,53,70,57,69,62,68,57,69,54,69,50,69
